mso_code,device_id,event_date,event_time,station_num,prog_code
01540,0000000cb05a,20151101,215742,99993,MP_MISSINGPROGRAM
01540,0000000cb05a,20151101,232005,11428,SH003301980000
01540,0000000cb14d,20151101,123003,11948,SH001148370000
01540,0000000cb14d,20151101,123033,11896,SH002769000000
01540,0000000cb14d,20151101,214248,11948,EP019667680005
01540,0000000cb14d,20151101,225254,11948,EP019667680005
01540,0000000cb14d,20151101,233500,11896,EP019661800186
01540,0000000cb438,20151101,233500,31709,EP006724493194
01540,0000000cb4bd,20151101,184432,31226,EP000030611401
01540,0000000cddb4,20151101,170000,11896,SH022515430000
01540,0000000cddb4,20151101,220122,11741,SP003189730000
01540,0000000cddb4,20151101,233230,99993,MP_MISSINGPROGRAM
01540,0000000de5b9,20151101,020000,10057,EP017976670034
01540,0000000de5b9,20151101,040245,99993,MP_MISSINGPROGRAM
01540,0000000de8b1,20151101,000500,21101,EP012801050085
01540,0000000de8b1,20151101,130000,21247,SP003189640000
01540,0000000de8b1,20151101,193859,11754,EP000000351260
01540,0000000df188,20151101,000000,99993,MP_MISSINGPROGRAM
01540,0000000df188,20151101,153000,16062,EP017034500015
01540,0000000df188,20151101,220612,99993,MP_MISSINGPROGRAM
01540,0000000e084e,20151101,074912,14902,EP015409850015
01540,0000000e084e,20151101,153106,11948,SP003189640000
01540,0000000e084e,20151101,154929,11948,SP003189640000
01540,0000000e084e,20151101,211132,11741,SP003189730000
01540,0000000e084e,20151101,213555,11741,SP003189730000
01540,0000000e7273,20151101,093651,42599,SP003189620000
01540,0000000e7273,20151101,171930,11948,SP003189720000
01540,0000000e7273,20151101,172952,11486,EP000031630855
01540,0000000e7273,20151101,173018,99993,MP_MISSINGPROGRAM
01540,0000000ee9de,20151101,005403,16485,SH017915140000
01540,0000000ee9de,20151101,125828,11069,SH011588160000
01540,0000000ee9de,20151101,155642,82682,EP015388740006
01540,0000000f037b,20151101,200000,66268,MV008001400000
